annoc,time
موافقة الهيئة على طلب شركة النمو المالية للاستشارات المالية تعديل قائمة أعمالها,1437/10/13    18/07/2016 15:07:41 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/10/12    17/07/2016 16:04:37 
إعلان إيضاحي في شأن الشركات المتقدمة للهيئة بطلب زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية,1437/10/08    13/07/2016 16:19:14 
إلغاء الترخيص الممنوح لشركة الإبانة المالية,1437/10/08    13/07/2016 16:05:57 
تعلن السوق المالية السعودية (تداول) عن البدء بتطبيق العمولة الجديدة لتداول الأسهم المدرجة ,1437/10/06    11/07/2016 16:03:06 
شركة السوق المالية السعودية (تداول) تعلن عن بدء تطبيق آلية الإفصاح عن ملكية المستثمرين بالسوق,1437/10/05    10/07/2016 08:09:53 
تعلن السوق المالية السعودية عن نشر التقرير الشهري لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/10/05    10/07/2016 08:02:51 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الثاني 2016 م,    02/07/2016 17:42:26 
تقرير أداء السوق المالية السعودية - النصف الأول 2016م,    02/07/2016 16:57:14 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),    02/07/2016 16:39:41 
السوق المالية السعودية ( تداول ) تعلن عن صيانة المؤشرات للربع الثاني 2016 م,    02/07/2016 16:30:08 
إعلان من هيئة السوق المالية بخصوص تشكيل لجنة مؤقتة للإشراف على إدارة شركة سوليدرتي السعودية للتكافل (سوليدرتي تكافل)  ودعوة الجمعية العامة للاجتماع لانتخاب مجلس إدارة جديد,    01/07/2016 13:39:19 
هيئة السوق المالية: تعديل عمولة تداول الأسهم المدرجة وإلغاء الحد الأدنى للعمولة.. وتخصيص جزء لبرامج التثقيف الاستثماري والمالي ,1437/09/25    30/06/2016 15:31:46 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/09/25    30/06/2016 15:13:15 
 اعلان تذكيري من شركة السوق المالية السعودية (تداول) بشأن موعد البدء بتطبيق آلية الإفصاح عن ملكية المستثمرين بالسوق,1437/09/25    30/06/2016 08:51:20 
إعلان من هيئة السوق المالية بخصوص تشكيل لجنة مؤقتة للإشراف على إدارة شركة مجموعة محمد المعجل ودعوة الجمعية العامة للاجتماع لانتخاب مجلس إدارة جديد.,1437/09/24    29/06/2016 15:08:09 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/09/24    29/06/2016 15:03:37 
إعلان من هيئة السوق المالية دعوة المساهمين لحضور اجتماع الجمعية العامة لشركة شركة سوليدرتي السعودية للتكافل (إعلان تذكيري) ,1437/09/24    29/06/2016 09:34:47 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم شركة أبناء عبدالله عبدالمحسن الخضري على اساس سعر  11.43ريال,1437/09/24    29/06/2016 08:41:34 
إعلان من السوق المالية السعودية (تداول) بشأن إدراج شركة لازوردي للمجوهرات,1437/09/23    28/06/2016 15:09:25 
إجازة عيد الفطر المبارك للـسوق المالية السعودية (تداول),1437/09/22    27/06/2016 15:17:25 
تعديل التعليمات الخاصة بإعلانات الشركات المدرجة أسهمها في السوق المالية السعودية,1437/09/22    27/06/2016 15:08:29 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/09/21    26/06/2016 15:07:04 
السوق المالية السعودية (تداول) تعلن إضافة أسهم اكتتاب شركة لازوردي للمجوهرات,1437/09/18    23/06/2016 09:11:05 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,1437/09/17    22/06/2016 15:21:42 
إعلان عن تعديل لائحة إجراءات الفصل في منازعات الأوراق المالية,1437/09/17    22/06/2016 15:21:29 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/09/17    22/06/2016 15:08:02 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/09/17    22/06/2016 15:05:58 
إعلان عن نشر مشروع تحديث القواعد المنظمة لاستثمار المؤسسات المالية الأجنبية المؤهلة في الأوراق المالية المدرجة لاستطلاع الآراء بشأنه,1437/09/15    20/06/2016 15:44:45 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/09/15    20/06/2016 15:19:22 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/09/14    19/06/2016 15:45:35 
موافقة الهيئة على طلب شركة الوطنية للتأمين زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية,1437/09/14    19/06/2016 09:38:22 
إعلان من هيئة السوق المالية بخصوص تعليق تداول سهم شركة سولديرتي السعودية ودعوة المساهمين لحضور اجتماع الجمعية العامة للشركة,1437/09/14    19/06/2016 09:33:13 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الفصل في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,    18/06/2016 23:15:42 
إعلان عن صدور قرار مجلس هيئة السوق المالية رقم (25-65-2016) وتاريخ 1437/8/22هـ باعتماد الوثيقة المُحدثة للأسئلة الشائعة الخاصة بالقواعد المنظمة لاستثمار المؤسسات المالية الأجنبية المؤهلة في الأسهم المدرجة,1437/09/09    14/06/2016 15:18:37 
إعلان بشأن تحـديد فترة حـظر تعامــلات أعضـاء مجالس الإدارات و كبــار التنفيذيين,1437/09/08    13/06/2016 15:28:28 
تغيير اسم شركة دويتشه العربية السعودية للأوراق المالية المحدودة,1437/09/08    13/06/2016 15:10:12 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/09/07    12/06/2016 15:11:23 
موافقة الهيئة على طلب شركة الملز المالية تعديل قائمة أعمالها,1437/09/07    12/06/2016 15:09:58 
إعلان إيضاحي في شأن الشركات المتقدمة للهيئة بطلب زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية,1437/09/07    12/06/2016 09:42:34 
إعلان عن صدور قرار مجلس هيئة السوق المالية باعتماد لائحة صناديق الاستثمار المعدلة,1437/09/03    08/06/2016 15:52:11 
السوق المالية السعودية (تداول) تعلن عن تغيير وضع شركة الكابلات السعودية نتيجة إعلانها عن خفض خسائرها المتراكمة عن 50%,1437/09/03    08/06/2016 09:10:07 
إعلان من هيئة السوق المالية بشأن تعديل فترة إعلان القوائم المالية الأولية والسنوية ,1437/09/02    07/06/2016 16:01:22 
إعلان عن صدور قرار مجلس هيئة السوق المالية باعتماد تعديل الفقرة رقم (1) من المادة العشرين من قواعد مكافحة غسل الأموال وتمويل الإرهاب ,1437/09/01    06/06/2016 16:02:55 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/29    05/06/2016 15:22:42 
تعلن السوق المالية السعودية عن نشر التقرير الشهري لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/25    01/06/2016 17:32:15 
تقرير أداء السوق المالية السعودية (تداول) – مايو 2016م,1437/08/25    01/06/2016 09:57:46 
موافقة الهيئة على طلب الشركة المتقدمة للبتروكيماويات عن زيادة رأس مالها عن طريق منح أسهم مجانية,1437/08/24    31/05/2016 09:50:41 
سحب الترخيص الممنوح لشركة انتجريشن كابيتال للأوراق المالية,1437/08/23    30/05/2016 16:21:18 
إلغاء الترخيص الممنوح لشركة كيو إنفست العربية السعودية,1437/08/23    30/05/2016 16:20:35 
سحب الترخيص الممنوح لشركة ارش مملكا (أرماكوم),1437/08/23    30/05/2016 16:15:58 
إلغاء الترخيص الممنوح لشركة ألبن كابيتال العربية السعودية,1437/08/23    30/05/2016 16:15:35 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/22    29/05/2016 15:11:01 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/15    22/05/2016 15:04:44 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/08/12    19/05/2016 15:21:21 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/08/12    19/05/2016 15:15:23 
إعلان من السوق المالية السعودية (تداول) بشأن إدراج شركة اليمامة للصناعات الحديدية,1437/08/12    19/05/2016 15:03:20 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/08/10    17/05/2016 15:18:17 
السوق المالية السعودية (تداول) تعلن إضافة أسهم اكتتاب شركة اليمامة للصناعات الحديدية,1437/08/09    16/05/2016 09:02:01 
أوقات التداول خـلال شهـر رمضـــان المبارك للسوق المالية السعودية,1437/08/08    15/05/2016 16:06:20 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/08    15/05/2016 15:36:21 
تداول تعلن إطلاق موقعها الإلكتروني الجديد رسمياً,    13/05/2016 20:21:05 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/08/04    11/05/2016 15:06:40 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة لازوردي للمجوهرات للاكتتاب العام,1437/08/02    09/05/2016 15:16:15 
فرض غرامة مالية على الشركة السعودية للأسماك,1437/08/01    08/05/2016 15:09:36 
فرض غرامة مالية على شركة الأحساء للتنمية,1437/08/01    08/05/2016 15:08:13 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/08/01    08/05/2016 15:05:21 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم الشركة المتحدة الدولية للمواصلات على اساس سعر  37.43ريال,1437/08/01    08/05/2016 09:01:19 
شركة السوق المالية السعودية (تداول) تعيّن مستشاراً مالياً لطرح أسهمها للاكتتاب العام,1437/07/28    05/05/2016 21:34:23 
السوق المالية السعودية (تداول) تنشر قائمة بالأسئلة الشائعة الخاصة بتعديل المدة الزمنية لتسوية صفقات الأوراق المالية المدرجة في سوق الأسهم السعودي,1437/07/28    05/05/2016 17:11:24 
هيئة السوق المالية توافق على تعديل شروط تسجيل المؤسسات المالية الأجنبية المؤهلة وتوافق على طلب تداول لتعديل المدة الزمنية لتسوية صفقات الأوراق المالية وتفعيل إقراض الأوراق المالية والبيع على المكشوف المشروط باقتراض الأسهم,1437/07/26    03/05/2016 09:29:43 
السوق المالية السعودية (تداول) تعلن عن تعديل المدة الزمنية لتسوية صفقات الأوراق المالية المدرجة في سوق الاسهم السعودي,1437/07/26    03/05/2016 08:15:25 
موافقة  الهيئة على طلب شركة التأمين العربية التعاونية تخفيض رأس مالها,1437/07/26    03/05/2016 08:12:08 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم البنك السعودي الهولندي على اساس سعر  13.00ريال,1437/07/26    03/05/2016 08:09:48 
تعلن السوق المالية السعودية عن نشر التقرير الشهري لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/07/24    01/05/2016 15:29:27 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/07/24    01/05/2016 15:27:19 
تقرير أداء السوق المالية السعودية (تداول) – أبريل 2016م,1437/07/24    01/05/2016 09:53:32 
شركة السوق المالية السعودية (تداول) تطلق النسخة التجريبية لموقعها الالكتروني الجديد,1437/07/24    01/05/2016 09:01:36 
موافقة الهيئة على طلب شركة أبناء عبدالله عبدالمحسن الخضري عن زيادة رأس مالها عن طريق منح أسهم مجانية,1437/07/21    28/04/2016 15:17:22 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم الشركة السعودية للتسويق على اساس سعر  39.57ريال,1437/07/20    27/04/2016 09:06:14 
(إعلان إحالة اشتباه في مخالفة المادة التاسعة والأربعين من نظام السوق المالية والمادة الثانية من لائحة سلوكيات السوق، إلى هيئة التحقيق والادعاء العام),1437/07/20    27/04/2016 15:25:39 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/07/20    27/04/2016 15:21:44 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/07/20    27/04/2016 15:20:14 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/07/20    27/04/2016 15:19:03 
إعلان من هيئة السوق المالية برفع تعليق تداول سهم شركة الكابلات السعودية,1437/07/18    25/04/2016 07:46:03 
السوق المالية السعودية تعلن عن بلوغ نسبة الخسائر المتراكمة لشركة الكابلات السعودية 50% فأكثر وبما يقل عن 75% من رأس مالها,1437/07/18    25/04/2016 08:34:54 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/07/17    24/04/2016 15:36:16 
السوق المالية السعودية (تداول) تعلن عن تغيير وضع الشركة السعودية الهندية للتأمين التعاوني نتيجة إعلانها عن خفض خسائرها المتراكمة عن 50%,1437/07/14    21/04/2016 08:19:50 
إعلان من هيئة السوق المالية بخصوص تعليق تداول سهم شركة الكابلات السعودية.,1437/07/14    21/04/2016 17:13:42 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/07/13    20/04/2016 15:23:13 
السوق المالية السعودية (تداول) تعتزم إنشاء سوق أسهم يستهدف الشركات الصغيرة والمتوسطة مطلع العام 2017,1437/07/11    18/04/2016 15:39:12 
شركة السوق المالية السعودية (تداول) تعلن عن نتائجها الختامية للعام المالي 2015م,1437/07/11    18/04/2016 15:42:55 
 وزارة التجارة والصناعة وهيئة السوق المالية توضحان آلية تطبيق نظام الشركات الجديد,1437/07/10    17/04/2016 08:24:34 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/07/10    17/04/2016 15:45:48 
إعلان من هيئة السوق المالية بخصوص تعليق تداول سهم الشركة العربية السعودية للتأمين التعاوني,1437/07/07    14/04/2016 09:46:58 
إعلان من هيئة السوق المالية برفع تعليق تداول سهم الشركة العربية السعودية للتأمين التعاوني,1437/07/07    14/04/2016 17:16:43 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/07/07    14/04/2016 15:14:47 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/07/06    13/04/2016 15:37:24 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم بنك البلاد على أساس سعر  20.73ريال,1437/07/05    12/04/2016 08:20:12 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/07/05    12/04/2016 15:21:46 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/07/05    12/04/2016 15:19:44 
السوق المالية السعودية (تداول) تعلن عن بلوغ نسبة الخسائر المتراكمة لشركة وقاية للتأمين وإعادة التأمين التكافلي 100% فأكثر من رأس مالها,1437/07/05    12/04/2016 09:31:33 
تعلن شركة السوق المالية السعودية (تداول) عن تطبيق قرار مجلس هيئة السوق المالية بشأن آلية الإفصاح عن ملكية المستثمرين في السوق,1437/07/04    11/04/2016 15:24:54 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الأول 2016 م,1437/07/03    10/04/2016 08:08:14 
السوق المالية السعودية (تـداول) تضيف شركة الأندلس العقارية إلى مؤشرات السوق,1437/07/03    10/04/2016 12:11:49 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم الشركة الوطنية للتنمية الزراعية على اساس سعر 20.90ريال,1437/07/03    10/04/2016 08:12:47 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم الشركة الوطنية للتنمية الزراعية على اساس سعر 20.90ريال,1437/07/03    10/04/2016 08:12:47 
فرض غرامة مالية على الشركة السعودية للصادرات الصناعية,1437/06/29    07/04/2016 16:19:31 
فرض غرامة مالية على شركة أليانز السعودي الفرنسي للتأمين التعاوني,1437/06/29    07/04/2016 16:33:58 
فرض غرامة مالية على شركة الغاز والتصنيع الأهلية,1437/06/29    07/04/2016 16:33:09 
فرض غرامة مالية على الشركة العالمية للتأمين التعاوني,1437/06/29    07/04/2016 16:32:06 
فرض غرامة مالية على شركة الخزف السعودي,1437/06/29    07/04/2016 16:31:06 
فرض غرامة مالية على شركة الاتصالات السعودية,1437/06/29    07/04/2016 16:29:51 
فرض غرامة مالية على بنك الجزيرة,1437/06/29    07/04/2016 16:28:44 
فرض غرامة مالية على شركة سوليدرتي السعودية للتكافل,1437/06/29    07/04/2016 16:27:29 
فرض غرامة مالية على شركة اميانتيت العربية السعودية,1437/06/29    07/04/2016 16:26:31 
فرض غرامة مالية على شركة الصقر للتأمين التعاوني,1437/06/29    07/04/2016 16:24:52 
فرض غرامة مالية على شركة المواساة للخدمات الطبية,1437/06/29    07/04/2016 16:23:47 
فرض غرامة مالية على شركة الشرق الأوسط للكابلات المتخصصة,1437/06/29    07/04/2016 16:22:29 
فرض غرامة مالية على شركة أمانة للتأمين التعاوني,1437/06/29    07/04/2016 16:21:39 
فرض غرامة مالية على شركة القصيم الزراعية,1437/06/29    07/04/2016 16:20:39 
فرض غرامة مالية على شركة الاتصالات المتنقلة السعودية (زين),1437/06/28    06/04/2016 15:43:34 
فرض غرامة مالية على شركة أسمنت المنطقة الشمالية,1437/06/28    06/04/2016 15:50:25 
فرض غرامة مالية على الشركة السعودية الهندية للتأمين التعاوني (وفا للتأمين),1437/06/28    06/04/2016 15:49:06 
فرض غرامة مالية على شركة الأهلية للتأمين التعاوني,1437/06/28    06/04/2016 15:47:23 
فرض غرامة مالية على شركة ساب للتكافل ,1437/06/28    06/04/2016 15:45:06 
فرض غرامة مالية على شركة تهامة للإعلان والعلاقات العامة,1437/06/28    06/04/2016 15:58:15 
فرض غرامة مالية على شركة عناية السعودية للتأمين التعاوني,1437/06/28    06/04/2016 15:56:52 
فرض غرامة مالية على شركة أمانة للتأمين التعاوني,1437/06/28    06/04/2016 15:54:45 
فرض غرامة مالية على شركة عناية السعودية للتأمين التعاوني,1437/06/28    06/04/2016 15:53:22 
فرض غرامة مالية على شركة الإنماء طوكيو مارين,1437/06/28    06/04/2016 15:51:32 
فرض غرامة مالية على شركة أسمنت المنطقة الشمالية,1437/06/28    06/04/2016 15:50:25 
فرض غرامة مالية على الشركة السعودية الهندية للتأمين التعاوني (وفا للتأمين),1437/06/28    06/04/2016 15:49:06 
فرض غرامة مالية على شركة الأهلية للتأمين التعاوني,1437/06/28    06/04/2016 15:47:23 
فرض غرامة مالية على شركة ساب للتكافل ,1437/06/28    06/04/2016 15:45:06 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم البنك السعودي للإستثمار على اساس سعر  14.93ريال,1437/06/27    05/04/2016 08:09:24 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم شركة المراعي على اساس سعر  51.67ريال,1437/06/26    04/04/2016 08:02:57 
إعلان عن صدور قرار مجلس هيئة السوق المالية رقم (4-39-2016) وتاريخ 25/6/1437هـ باعتماد تعليمات الحسابات الاستثمارية,1437/06/26    04/04/2016 16:07:03 
تقرير أداء السوق المالية السعودية (تداول) – الربع الأول 2016م,1437/06/25    03/04/2016 08:38:04 
تعلن السوق المالية السعودية عن نشر التقرير الشهري لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/06/25    03/04/2016 16:24:25 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/06/25    03/04/2016 16:20:58 
تعلن شركة السوق المالية السعودية (تداول) عن البدء بالعمل بأوقات التداول الجديدة في سوق الأسهم وصناديق المؤشرات المتداولة ابتداء من يوم الأحد القادم,1437/06/22    31/03/2016 09:06:33 
إعلان عن صدور قرار مجلس هيئة السوق المالية رقم (1-38-2016) وتاريخ 22/6/1437هـ الموافق 31/3/2016م باعتماد قواعد التسجيل والإدراج المعدلة,1437/06/22    31/03/2016 15:59:41 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية:,1437/06/22    31/03/2016 15:53:08 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1437/06/22    31/03/2016 15:49:53 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية:,1437/06/22    31/03/2016 15:47:22 
(إعلان إحالة اشتباه في مخالفة المادة التاسعة والأربعين من نظام السوق المالية والمادة الثانية من لائحة سلوكيات السوق، إلى هيئة التحقيق والادعاء العام),1437/06/21    30/03/2016 15:56:59 
(إعلان إحالة اشتباه في مخالفة المادة التاسعة والأربعين من نظام السوق المالية والمادة الثانية من لائحة سلوكيات السوق، إلى هيئة التحقيق والادعاء العام),1437/06/21    30/03/2016 16:01:33 
إعلان من السوق المالية السعودية (تداول) بشأن إدراج شركة الشرق الأوسط للرعاية الصحية,1437/06/19    28/03/2016 15:40:21 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة اليمامة للصناعات الحديدية للاكتتاب العام,1437/06/19    28/03/2016 16:24:16 
تحويل مركز إيداع الأوراق المالية إلى شركة مساهمة ,1437/06/19    28/03/2016 15:54:03 
السوق المالية السعودية (تداول) تعلن إضافة أسهم اكتتاب حقوق الأولوية لشركة متلايف وايه أي جي والبنك العربي للتأمين,1437/06/18    27/03/2016 08:34:19 
إعلان تذكيري من شركة السوق المالية السعودية (تداول) بشأن تعديل أوقات التداول في سوق الأسهم وصناديق المؤشرات المتداولة,1437/06/18    27/03/2016 16:01:39 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/06/18    27/03/2016 15:53:08 
موافقة الهيئة على طلب البنك السعودي الهولندي زيادة رأس ماله عن طريق منح أسهم مجانية,1437/06/15    24/03/2016 08:23:34 
السوق المالية السعودية (تداول) تعلن إضافة أسهم اكتتاب شركة الشرق الأوسط  للرعاية الصحية,1437/06/13    22/03/2016 08:06:18 
تعيين المدير التنفيذي لشركة السوق المالية السعودية (تداول),1437/06/13    22/03/2016 10:24:00 
إعلان بشأن تحـديد فترة حـظر تعامــلات أعضـاء مجـالس الإدارات و كبــار التنفيذيين    ,1437/06/11    20/03/2016 15:44:00 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/06/11    20/03/2016 15:48:14 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1437/06/11    20/03/2016 15:45:17 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/06/04    13/03/2016 16:17:07 
السوق المالية السعودية (تداول) تعلن عن نهاية فترة الاكتتاب الأولى و تداول حقوق الأولوية لشركة متلايف وايه أي جي والبنك العربي للتأمين التعاوني,1437/06/01    10/03/2016 08:42:07 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1437/06/01    10/03/2016 15:48:21 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,1437/06/01    10/03/2016 15:43:29 
موافقة الهيئة على طلب الشركة السعودية للتسويق (أسواق المزرعة) زيادة رأس مالها عن طريق منح أسهم مجانية,1437/05/28    08/03/2016 08:20:18 
موافقة الهيئة على طلب البنك السعودي للاستثمار زيادة رأس ماله عن طريق منح أسهم مجانية,1437/05/28    08/03/2016 08:21:59 
موافقة الهيئة على طلب البنك السعودي للاستثمار زيادة رأس ماله عن طريق منح أسهم مجانية,1437/05/28    08/03/2016 08:21:59 
شركة السوق المالية السعودية (تداول) تنظم ورش عمل للشركات المدرجة عن لغة البرمجة المرنة لتقارير الأعمال (XBRL),1437/05/27    07/03/2016 10:45:27 
تعلن السوق المالية السعودية عن نشر التقرير الأسبوعي لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/05/26    06/03/2016 15:53:27 
السوق المالية السعودية (تداول) تعلن عن بدء مرحلة الاكتتاب الأولى و فترة تداول حقوق الأولوية لشركة متلايف وايه أي جي والبنك العربي للتأمين,1437/05/21    01/03/2016 09:14:35 
تعلن السوق المالية السعودية عن نشر التقرير الشهري لملكية الأسهم والقيمة المتداولة (حسب الجنسية ونوع المستثمر),1437/05/21    01/03/2016 15:38:02 
موافقة الهيئة على طلب شركة كسب المالية تعديل قائمة أعمالها,1437/05/21    01/03/2016 15:33:54 
تقرير أداء السوق المالية السعودية - فبراير 2016م,1437/05/21    01/03/2016 11:02:02 
موافقة الهيئة على طلب بنك البلاد زيادة رأس ماله عن طريق منح أسهم مجانية,1437/05/20    29/02/2016 08:14:42 
السوق المالية السعودية (تداول) تعلن إيداع حقوق الأولوية لشركة متلايف و ايه أي جي والبنك العربي للتأمين التعاوني,1437/05/19    28/02/2016 16:03:28 
إعلان من هيئة السوق المالية برفع تعليق تداول سهم الشركة السعودية لصناعة الورق,1437/05/19    28/02/2016 09:01:43 
